,Mã tin,Diện tích đất,Diện tích sử dụng,Chiều dài,Chiều rộng,Độ rộng hẻm,Độ rộng mặt tiền đường,Phòng ngủ,Phòng tắm,Lầu,Lửng,Tầng thượng,Hướng,Đường,Phường,Quận,Giá,Đơn giá gộp,Tiêu đề,Địa chỉ,"Gần chợ, siêu thị",Gần trường học,Di chuyển thuận tiện ra trung tâm,"Khu vực an ninh, yên tĩnh",phân loại
15,361245,24.0,48.0,8.0,3.0,3.0,,2.0,1.0,1,0,0,T.Nam,Đ.Huỳnh Tấn Phát,X.Phú Xuân,H.Nhà Bè,1.1,45.8,bán nhà hẻm thông thoáng xã phú xuân huyện nhà bè,"Đ.Huỳnh Tấn Phát, X.Phú Xuân, H.Nhà Bè, Hồ Chí Minh",1,1,1,1,1.0
16,322100,63.7,,16.3,4.0,2.0,,,,0,0,0,Đông,Đ.Bông Văn Dĩa,X.Tân Kiên,H.Bình Chánh,1.1,17.2,bán đất nền bình chánh - gần trường học,"Đ.Bông Văn Dĩa, X.Tân Kiên, H.Bình Chánh, Hồ Chí Minh",1,1,0,0,3.0
17,204923,20.38,20.38,,,,,1.0,1.0,0,0,0,Đông,Đ.Nguyễn Trãi,P.14,Q.5,1.1,53.9,bán căn hộ chung cư ngay trung tâm quận 5,"Đ.Nguyễn Trãi, P.14, Q.5, Hồ Chí Minh",1,1,1,0,2.0
18,353896,9.5,19.0,7.08,2.0,3.47,,1.0,1.0,1,0,0,Đông,Đ.Tân Hòa Đông,P.14,Q.6,1.12,117.8,nhà nhỏ sổ hồng riêng hẻm tân hòa đông p14 q6 - 2 x 7.08m,"Đ.Tân Hòa Đông, P.14, Q.6, Hồ Chí Minh",0,0,0,0,1.0
19,225425,14.0,28.0,7.0,2.0,2.0,,2.0,1.0,1,0,0,T.Nam,Đ.Văn Thân,P.8,Q.6,1.15,82.1,bán nhà nhỏ xinh 1 lầu đúc thật đường văn thân p8 q6 - 2x7m,"Đ.Văn Thân, P.8, Q.6, Hồ Chí Minh",1,1,1,1,1.0
20,165468,11.4,17.6,5.44,2.34,2.0,,2.0,1.0,1,0,0,Đ.Nam,Đ.Lưu Hữu Phước,P.15,Q.8,1.15,100.8,"bán nhà riêng phường 15, quận 8 - sổ hồng riêng chính chủ","Đ.Lưu Hữu Phước, P.15, Q.8, Hồ Chí Minh",1,1,0,0,1.0
21,382860,34.0,34.0,,,,,1.0,1.0,0,0,0,Bắc,Đ.số 8,P.Tân Phú,Q.7,1.15,33.8,bán căn hộ 1 phòng ngủ chung cư tân mỹ quận 7- căn hộ thoáng mát.,"Đ.số 8, P.Tân Phú, Q.7, Hồ Chí Minh",1,1,0,0,2.0
22,348816,57.0,,14.3,4.0,4.0,,,,0,0,0,Đông,Đ.6B Vĩnh Lộc,X.Vĩnh Lộc B,H.Bình Chánh,1.15,20.1,"bán đất hẻm an ninh đường 6b, xã vĩnh lộc b huyện bình chánh","Đ.6B Vĩnh Lộc, X.Vĩnh Lộc B, H.Bình Chánh, Hồ Chí Minh",0,0,0,0,3.0
23,364833,9.4,9.4,4.54,1.87,1.16,,1.0,1.0,1,0,0,Tây,Đ.Ba Đình,P.10,Q.8,1.15,122.3,bán nhà hẻm phường 10 quận 8 - sổ hồng riêng chính chủ,"Đ.Ba Đình, P.10, Q.8, Hồ Chí Minh",0,0,0,0,1.0
24,409014,33.1,33.1,,,,,1.0,1.0,0,0,0,,Đ.số 8,P.Tân Phú,Q.7,1.15,34.7,căn hộ tầng thấp chung cư tân mỹ quận 7 đang để trống,"Đ.số 8, P.Tân Phú, Q.7, Hồ Chí Minh",0,0,0,0,2.0
25,394540,39.0,39.0,,,,,1.0,1.0,0,0,0,,Đ.Huỳnh Tấn Phát,P.Phú Thuận,Q.7,1.15,29.4,"bán căn hộ chung cư officetel d-vela,  phường phú thuận - quận 7","Đ.Huỳnh Tấn Phát, P.Phú Thuận, Q.7, Hồ Chí Minh",0,0,0,0,2.0
26,176668,30.44,30.44,,,,,1.0,1.0,0,0,0,,Đ.Nguyễn Hữu Thọ,X.Phước Kiển,H.Nhà Bè,1.16,38.1,bán căn hộ 1 phòng ngủ chung cư silver star-hưng phát 2 thích hợp mở văn phòng hoặc để ở đường nguyễn hữu thọ xã phước kiển huyện nhà bè,"Đ.Nguyễn Hữu Thọ, X.Phước Kiển, H.Nhà Bè, Hồ Chí Minh",1,1,1,1,2.0
27,419926,16.0,48.0,4.6,3.4,6.0,,2.0,1.0,2,0,0,Bắc,Đ.Lê Văn Lương,X.Nhơn Đức,H.Nhà Bè,1.18,73.7,bán nhà riêng huyện nhà bè - hẻm xe hơi 6m,"Đ.Lê Văn Lương, X.Nhơn Đức, H.Nhà Bè, Hồ Chí Minh",0,0,0,0,1.0
28,394689,40.0,40.0,,,,,1.0,1.0,0,0,0,,Đ.Nguyễn Văn Quá,P.Đông Hưng Thuận,Q.12,1.2,30.0,"bán căn hộ 1 pn sang trọng, đầy đủ nội thất tại thái an 4 - quận 12","Đ.Nguyễn Văn Quá, P.Đông Hưng Thuận, Q.12, Hồ Chí Minh",1,0,0,0,2.0
29,391429,20.0,20.0,,,,,1.0,1.0,0,0,0,Tây,Đ.Võ Văn Kiệt,P.1,Q.5,1.2,60.0,bán căn hộ chung cư đường võ văn kiệt quận 5 - gần chợ hòa bình,"Đ.Võ Văn Kiệt, P.1, Q.5, Hồ Chí Minh",0,0,0,0,2.0
30,282770,10.5,21.0,3.03,3.85,1.1,,2.0,1.0,1,1,0,T.Bắc,Đ.Lưu Hữu Phước,P.15,Q.8,1.2,114.2,bán nhà riêng phường 15 quận 8 - sổ hồng riêng chính chủ,"Đ.Lưu Hữu Phước, P.15, Q.8, Hồ Chí Minh",1,1,0,0,1.0
31,215105,50.03,50.03,,,,,2.0,2.0,0,0,0,,Đ.Nguyễn Văn Linh,X.An Phú Tây,H.Bình Chánh,1.2,23.9,"bán chung cư căn hộ hqc-đường nguyễn văn linh, huyện bình chánh","Đ.Nguyễn Văn Linh, X.An Phú Tây, H.Bình Chánh, Hồ Chí Minh",1,1,0,0,2.0
32,112091,12.9,25.8,5.87,2.0,1.0,,1.0,1.0,1,0,0,T.Nam,Đ.Nguyễn Văn Lượng,P.17,Q.Gò Vấp,1.2,93.0,bán nhà quận gò vấp - hẻm yên tĩnh - nhà trống giao ngay,"Đ.Nguyễn Văn Lượng, P.17, Q.Gò Vấp, Hồ Chí Minh",1,1,0,1,1.0
33,394789,28.6,28.6,,,,,1.0,1.0,0,0,0,,Đ.Nguyễn Lương Bằng,P.Phú Mỹ,Q.7,1.2,41.9,"bán căn hộ 1 phòng ngủ, 1wc, chung cư boulevar, phường phú mỹ, quận 7","Đ.Nguyễn Lương Bằng, P.Phú Mỹ, Q.7, Hồ Chí Minh",0,0,0,0,2.0
34,404618,33.1,33.1,,,,,1.0,1.0,0,0,0,Đ.Bắc,Đ.Nguyễn Lương Bằng,P.Tân Phú,Q.7,1.2,36.2,bán căn hộ 1 phòng ngủ chung cư tân mỹ phường tân phú quận 7 ,"Đ.Nguyễn Lương Bằng, P.Tân Phú, Q.7, Hồ Chí Minh",0,0,0,0,2.0
35,395307,8.4,29.7,4.28,1.97,2.5,,2.0,2.0,2,1,0,T.Nam,Đ.Trần Xuân Soạn,P.Tân Hưng,Q.7,1.2,142.8,bán nhà 1 trệt 1 lửng 2 lầu hẻm xe máy phường tân hưng quận 7 ,"Đ.Trần Xuân Soạn, P.Tân Hưng, Q.7, Hồ Chí Minh",1,1,1,1,1.0
36,414635,11.5,11.5,3.58,3.03,0.9,,1.0,1.0,1,0,0,Đ.Nam,Đ.Văn Thân,P.8,Q.6,1.2,104.3,bán nhà nhỏ xinh quận 6 - gần công viên và chợ,"Đ.Văn Thân, P.8, Q.6, Hồ Chí Minh",1,1,1,0,1.0
37,409815,33.1,33.1,,,,,1.0,1.0,0,0,0,Nam,Đ.Nguyễn Lương Bằng,P.Tân Phú,Q.7,1.2,36.2,"chính chủ cần bán căn hộ 01 phòng ngủ chung cư tân mỹ, quận 7.","Đ.Nguyễn Lương Bằng, P.Tân Phú, Q.7, Hồ Chí Minh",1,1,0,0,2.0
38,298794,4.9,14.7,2.6,3.3,2.04,,2.0,1.0,2,0,0,Đông,Đ.Âu Cơ,P.Tân Thành,Q.Tân Phú,1.2,244.8,bán nhà quận tân phú - khu dân cư an ninh,"Đ.Âu Cơ, P.Tân Thành, Q.Tân Phú, Hồ Chí Minh",1,1,0,0,1.0
39,369318,15.8,,6.0,2.6,2.7,,,,0,0,0,Bắc,Đ.Bùi Văn Ba,P.Tân Thuận Đông,Q.7,1.2,75.9,bán đất nền hẻm thông thoáng phường tân thuận đông quận 7 - gần khu chế xuất tân thuận,"Đ.Bùi Văn Ba, P.Tân Thuận Đông, Q.7, Hồ Chí Minh",1,1,1,1,3.0
40,411838,8.4,8.4,4.41,2.0,2.4,,2.0,3.0,2,0,0,Đông,Đ.Tân Hòa Đông,P.14,Q.6,1.2,142.8,"bán nhà mới, 1 trệt, 2 lầu, p.14, quận 6","Đ.Tân Hòa Đông, P.14, Q.6, Hồ Chí Minh",1,1,0,0,1.0
41,412285,51.68,51.68,,,,,2.0,2.0,0,0,0,Đ.Bắc,Đ.Phan Anh,P.Bình Trị Đông,Q.Bình Tân,1.25,24.1,bán căn hộ chung cư nguyễn quyền plaza quận bình tân ,"Đ.Phan Anh, P.Bình Trị Đông, Q.Bình Tân, Hồ Chí Minh",0,0,0,0,2.0
42,229234,14.8,14.8,10.7,1.45,2.3,,1.0,1.0,1,0,0,Bắc,Đ.Văn Thân,P.8,Q.6,1.25,84.4,bán nhà riêng nhỏ xinh quận 6 - gần chợ bình tiên,"Đ.Văn Thân, P.8, Q.6, Hồ Chí Minh",1,1,1,0,1.0
43,408744,50.0,50.0,,,,,1.0,1.0,0,0,0,,Đ.Liên phường,P.Phú Hữu,Q.9,1.25,25.0,căn hộ officetel sky9 trần cao thông thoáng,"Đ.Liên phường, P.Phú Hữu, Q.9, Hồ Chí Minh",0,0,0,0,2.0
44,131071,21.0,42.0,7.0,3.0,3.0,,2.0,2.0,1,0,0,Đ.Bắc,Đ.Nguyễn Bình,X.Phú Xuân,H.Nhà Bè,1.25,59.5,bán nhà nhỏ xinh hẻm thông thoáng xã phú xuân huyện nhà bè,"Đ.Nguyễn Bình, X.Phú Xuân, H.Nhà Bè, Hồ Chí Minh",1,1,1,1,1.0
45,298387,18.0,54.0,6.0,3.0,3.0,,2.0,2.0,2,0,0,Đ.Nam,Đ.Huỳnh Tấn Phát,Thị trấn Nhà Bè,H.Nhà Bè,1.25,69.4,bán nhà hẻm thông thoáng trung tâm thị trấn nhà bè,"Đ.Huỳnh Tấn Phát, Thị trấn Nhà Bè, H.Nhà Bè, Hồ Chí Minh",1,1,1,1,1.0
46,103583,47.7,,11.66,4.0,,5.0,,,0,0,0,T.Nam,Đ.Thạnh Xuân 14,P.Thạnh Xuân,Q.12,1.25,26.2,bán lô đất nông nghiệp quận 12 - cách đường ql1a 1km,"Đ.Thạnh Xuân 14, P.Thạnh Xuân, Q.12, Hồ Chí Minh",0,0,0,1,3.0
47,154712,10.5,10.5,4.59,2.5,2.0,,2.0,1.0,1,0,0,T.Bắc,Đ.Bến Bình Đông,P.15,Q.8,1.25,119.0,"bán nhà riêng phường 15, quận 8 - sổ hồng riêng chính chủ","Đ.Bến Bình Đông, P.15, Q.8, Hồ Chí Minh",1,1,0,0,1.0
48,173948,14.5,14.5,4.94,2.81,1.5,,2.0,1.0,1,0,0,Đ.Bắc,Đ.Lưu Hữu Phước,P.15,Q.8,1.25,86.2,"bán nhà riêng phường 15, quận 8 - sổ hồng riêng chính chủ","Đ.Lưu Hữu Phước, P.15, Q.8, Hồ Chí Minh",1,1,0,0,1.0
49,419116,8.9,19.4,4.7,1.85,1.78,,1.0,1.0,0,1,0,Đ.Bắc,Đ.Phú Thọ Hòa,P.Phú Thọ Hòa,Q.Tân Phú,1.27,142.6,"bán nhà nhỏ xinh, sạch sẽ, thiết kế hiện đại ở quận tân phú - phù hợp cho gia đình trẻ mua ở ổn định, lâu dài","Đ.Phú Thọ Hòa, P.Phú Thọ Hòa, Q.Tân Phú, Hồ Chí Minh",0,0,0,0,1.0
50,287621,44.0,44.0,,,,,1.0,1.0,0,0,0,Bắc,Đ.Số 49,P.Bình Trưng Đông,Q.2,1.28,29.0,"bán căn hộ 1 phòng ngủ, chung cư mười mẫu, phường bình trưng đông, quận 2.","Đ.Số 49, P.Bình Trưng Đông, Q.2, Hồ Chí Minh",1,1,1,1,2.0
51,389258,33.0,33.0,,,,,1.0,1.0,0,0,0,,Đ.số 8,P.Tân Phú,Q.7,1.29,39.0,"bán căn hộ 1 phòng ngủ chung cư tân mỹ, tân phú- quận 7","Đ.số 8, P.Tân Phú, Q.7, Hồ Chí Minh",0,0,0,0,2.0
52,342991,40.0,40.0,,,,,1.0,1.0,0,0,0,Bắc,Đ.Phạm Thế Hiển,P.4,Q.8,1.3,32.5,bán căn hộ chung cư phạm thế hiển phường 4 quận 8 ,"Đ.Phạm Thế Hiển, P.4, Q.8, Hồ Chí Minh",1,1,1,1,2.0
53,309836,16.0,32.0,5.31,3.17,2.5,,1.0,1.0,0,0,0,Đ.Nam,Đ.Bình Đông,P.14,Q.8,1.3,81.2,"bán nhà riêng phường 14, quận 8 - hướng đông nam","Đ.Bình Đông, P.14, Q.8, Hồ Chí Minh",1,0,1,0,1.0
54,218291,10.0,19.2,5.0,2.0,1.5,,1.0,2.0,1,0,0,Đông,Đ.Vĩnh Hội,P.4,Q.4,1.3,130.0,bán nhà ngõ hẻm quận 4 - nhà trống,"Đ.Vĩnh Hội, P.4, Q.4, Hồ Chí Minh",1,1,0,0,1.0
55,414891,28.77,28.77,,,,,,1.0,0,0,0,,Đ.Liên phường,P.Phú Hữu,Q.9,1.3,45.1,"bán căn hộ officetel vừa ở vừa làm văn phòng, chung cư sky 9 apartments - quận 9","Đ.Liên phường, P.Phú Hữu, Q.9, Hồ Chí Minh",0,0,0,0,2.0
56,301680,29.9,29.9,7.0,4.8,,,1.0,1.0,0,0,0,Đ.Bắc,Đ.Nguyễn Xiển,P.Long Thạnh Mỹ,Q.9,1.3,43.4,bán căn hộ studio chung cư vinhomes grand park - view hướng đông bắc,"Đ.Nguyễn Xiển, P.Long Thạnh Mỹ, Q.9, Hồ Chí Minh",0,0,1,1,2.0
57,364423,83.9,,17.19,5.0,4.0,,,,0,0,0,Tây,Đ.Lê Văn Lương,X.Nhơn Đức,H.Nhà Bè,1.3,15.4,bán đất nền hẻm thông thoáng xã nhơn đức huyện nhà bè,"Đ.Lê Văn Lương, X.Nhơn Đức, H.Nhà Bè, Hồ Chí Minh",1,1,1,1,3.0
58,416791,26.84,26.84,,,,,1.0,1.0,0,0,0,,Đ.Trần Hưng Đạo,P.6,Q.5,1.3,48.4,bán căn hộ chung cư viễn đông quận 5 - diện tích 26.84m2,"Đ.Trần Hưng Đạo, P.6, Q.5, Hồ Chí Minh",0,0,0,0,2.0
59,243290,13.4,13.4,6.1,2.29,1.96,,,1.0,1,0,0,T.Nam,Đ.Bình Tiên,P.8,Q.6,1.3,97.0,bán nhà 1 lầu quận 6 - gần chợ bình tiên,"Đ.Bình Tiên, P.8, Q.6, Hồ Chí Minh",1,1,0,0,1.0
60,417704,17.7,30.3,6.62,1.21,1.21,,1.0,1.0,1,0,0,Đ.Bắc,Đ.Phạm Thế Hiển,P.4,Q.8,1.3,73.4,bán nhà riêng quận 8 - hẻm cụt an ninh - sổ hồng riêng,"Đ.Phạm Thế Hiển, P.4, Q.8, Hồ Chí Minh",0,0,1,1,1.0
61,68989,13.6,27.2,4.0,3.4,2.2,,1.0,1.0,1,0,0,Nam,Đ.Nguyễn Ảnh Thủ,P.Hiệp Thành,Q.12,1.32,97.0,bán nhà hẻm quận 12 - cách 600m tới chợ hiệp thành,"Đ.Nguyễn Ảnh Thủ, P.Hiệp Thành, Q.12, Hồ Chí Minh",1,0,0,1,1.0
62,382544,43.6,43.6,,,,,1.0,1.0,0,0,0,Đ.Bắc,Đ.Huỳnh Văn Chính,P.Phú Trung,Q.Tân Phú,1.35,30.9,bán căn hộ 1 phòng ngủ chung cư huỳnh văn chính 1 quận tân phú - căn hộ trống giao ngay,"Đ.Huỳnh Văn Chính, P.Phú Trung, Q.Tân Phú, Hồ Chí Minh",1,1,1,0,2.0
63,241056,14.4,30.1,11.75,2.56,0.96,,1.0,1.0,0,1,0,Đ.Bắc,Đ.Hồng Bàng,P.12,Q.6,1.35,93.7,bán nhà riêng nhỏ xinh quận 6 - gần chợ,"Đ.Hồng Bàng, P.12, Q.6, Hồ Chí Minh",1,1,1,0,1.0
64,263605,23.0,46.0,7.2,3.2,2.0,,2.0,2.0,1,0,0,T.Bắc,Đ.Huỳnh Tấn Phát,X.Phú Xuân,H.Nhà Bè,1.35,58.6,bán nhà nhỏ xinh hẻm thông thoáng xã phú xuân huyện nhà bè,"Đ.Huỳnh Tấn Phát, X.Phú Xuân, H.Nhà Bè, Hồ Chí Minh",1,1,1,1,1.0
65,407906,31.46,31.46,,,,,1.0,1.0,0,0,0,,Đ.Liên phường,P.Phú Hữu,Q.9,1.35,42.9,"bán officetel chung cư sky 9 apartments - phường phú hữu, quận 9","Đ.Liên phường, P.Phú Hữu, Q.9, Hồ Chí Minh",0,0,0,0,2.0
66,413968,51.8,51.8,,,,,1.0,1.0,0,0,0,,Đ.Dương Thị Mười,P.Tân Chánh Hiệp,Q.12,1.35,26.0,bán căn hộ cao cấp 1 phòng ngủ tại chung cư hưng ngân garden quận 12,"Đ.Dương Thị Mười, P.Tân Chánh Hiệp, Q.12, Hồ Chí Minh",0,0,0,0,2.0
67,288284,46.0,46.0,,,,,1.0,1.0,0,0,0,T.Nam,Đ.Số 3B,X.Phong Phú,H.Bình Chánh,1.35,29.3,bán căn hộ chung cư conic garden xã phong phú huyện bình chánh - sổ hồng riêng chính chủ,"Đ.Số 3B, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",0,0,0,0,2.0
68,351522,44.1,44.1,9.59,6.22,,,1.0,1.0,0,0,0,T.Bắc,Đ.QL1A Xa Lộ Đại Hàn,P.Tân Tạo,Q.Bình Tân,1.35,30.6,"bán căn hộ mini 1 phòng ngủ chung cư tân mai, bình tân.","Đ.QL1A Xa Lộ Đại Hàn, P.Tân Tạo, Q.Bình Tân, Hồ Chí Minh",1,1,1,0,2.0
69,168416,6.2,6.2,4.06,2.55,1.34,,1.0,1.0,1,0,0,Đ.Bắc,Đ.Trường Sa,P.17,Q.Bình Thạnh,1.35,217.7,bán nhà hẻm đường trường sa quận bình thạnh - gần mặt tiền đường,"Đ.Trường Sa, P.17, Q.Bình Thạnh, Hồ Chí Minh",0,0,0,0,1.0
70,382200,40.0,40.0,,,,,1.0,1.0,0,0,0,,Đ.Phạm Thế Hiển,P.4,Q.8,1.35,33.7,bán căn hộ chung cư phạm thế hiển phường 4 quận 8 ,"Đ.Phạm Thế Hiển, P.4, Q.8, Hồ Chí Minh",1,1,1,1,2.0
71,406228,8.0,16.0,4.62,1.45,3.0,,1.0,1.0,1,1,0,T.Nam,Đ.Nguyễn Khuyến,P.12,Q.Bình Thạnh,1.35,168.7,"bán nhà nhỏ xinh hẻm ba gác, gần mặt tiền đường, phường 12, bình thạnh","Đ.Nguyễn Khuyến, P.12, Q.Bình Thạnh, Hồ Chí Minh",1,1,1,0,1.0
72,186386,11.1,17.2,2.9,4.01,1.5,,1.0,1.0,1,0,0,Bắc,Đ.Hưng Phú,P.9,Q.8,1.35,121.6,bán nhà riêng phường 9 quận 8 - sổ hồng riêng chính chủ,"Đ.Hưng Phú, P.9, Q.8, Hồ Chí Minh",1,1,1,1,1.0
73,363482,17.9,26.7,5.84,3.04,1.2,,1.0,1.0,0,1,0,T.Bắc,Đ.Quốc Lộ 1A,P.Linh Xuân,Q.Thủ Đức,1.35,75.4,"bán nhà nhỏ xinh ngay ngã tư linh xuân, phường linh xuân, quận thủ đức","Đ.Quốc Lộ 1A, P.Linh Xuân, Q.Thủ Đức, Hồ Chí Minh",1,1,1,1,1.0
74,415984,28.2,28.2,,,,,1.0,1.0,0,0,0,,Đ.Huỳnh Tấn Phát,P.Phú Mỹ,Q.7,1.35,47.8,bán căn hộ officetel quận 7 - chung cư d-vela - hợp đồng mua bán,"Đ.Huỳnh Tấn Phát, P.Phú Mỹ, Q.7, Hồ Chí Minh",1,1,1,1,2.0
75,411482,11.1,22.2,4.37,2.56,3.8,,1.0,1.0,1,0,0,Đ.Bắc,Đ.Số 5,P.Bình Hưng Hòa A,Q.Bình Tân,1.37,123.4,bán nhà hẻm thông thoáng phường bình hưng hòa a quận bình tân,"Đ.Số 5, P.Bình Hưng Hòa A, Q.Bình Tân, Hồ Chí Minh",1,1,1,1,1.0
76,349713,69.85,69.85,,,,,2.0,2.0,0,0,0,,Đ.Nguyễn Văn Linh,X.An Phú Tây,H.Bình Chánh,1.37,19.7,"bán căn hộ hqc - đường nguyễn văn linh, huyện bình chánh","Đ.Nguyễn Văn Linh, X.An Phú Tây, H.Bình Chánh, Hồ Chí Minh",0,0,0,0,2.0
77,405212,62.4,62.4,,,,,2.0,2.0,0,0,0,T.Bắc,Đ.số 45,P.14,Q.Gò Vấp,1.38,22.1,"bán căn hộ khang gia quận gò vấp - tầng 2 - view đẹp, thoáng mát","Đ.số 45, P.14, Q.Gò Vấp, Hồ Chí Minh",1,1,1,0,2.0
78,326596,10.1,20.2,3.68,2.8,1.13,,1.0,1.0,1,0,0,Đông,Đ.Tân Hòa Đông,P.14,Q.6,1.39,137.6,bán nhà nhỏ xinh 1 trệt 1 lầu hẻm tân hòa đông p14 q6 - 2.8mx3.68m,"Đ.Tân Hòa Đông, P.14, Q.6, Hồ Chí Minh",0,0,0,0,1.0
79,353380,27.0,54.0,9.0,3.0,2.0,,2.0,2.0,1,0,0,Đ.Nam,Đ.Huỳnh Tấn Phát,X.Phú Xuân,H.Nhà Bè,1.39,51.4,bán nhà hẻm thông thoáng xã phú xuân huyện nhà bè,"Đ.Huỳnh Tấn Phát, X.Phú Xuân, H.Nhà Bè, Hồ Chí Minh",1,1,1,1,1.0
