,Mã tin,Diện tích đất,Diện tích sử dụng,Chiều dài,Chiều rộng,Độ rộng hẻm,Độ rộng mặt tiền đường,Phòng ngủ,Phòng tắm,Lầu,Lửng,Tầng thượng,Hướng,Đường,Phường,Quận,Giá,Đơn giá gộp,Tiêu đề,Địa chỉ,"Gần chợ, siêu thị",Gần trường học,Di chuyển thuận tiện ra trung tâm,"Khu vực an ninh, yên tĩnh",phân loại
37,409815,33.1,33.1,,,,,1.0,1.0,0,0,0,Nam,Đ.Nguyễn Lương Bằng,P.Tân Phú,Q.7,1.2,36.2,"chính chủ cần bán căn hộ 01 phòng ngủ chung cư tân mỹ, quận 7.","Đ.Nguyễn Lương Bằng, P.Tân Phú, Q.7, Hồ Chí Minh",1,1,0,0,2.0
41,412285,51.68,51.68,,,,,2.0,2.0,0,0,0,Đ.Bắc,Đ.Phan Anh,P.Bình Trị Đông,Q.Bình Tân,1.25,24.1,bán căn hộ chung cư nguyễn quyền plaza quận bình tân ,"Đ.Phan Anh, P.Bình Trị Đông, Q.Bình Tân, Hồ Chí Minh",0,0,0,0,2.0
43,408744,50.0,50.0,,,,,1.0,1.0,0,0,0,,Đ.Liên phường,P.Phú Hữu,Q.9,1.25,25.0,căn hộ officetel sky9 trần cao thông thoáng,"Đ.Liên phường, P.Phú Hữu, Q.9, Hồ Chí Minh",0,0,0,0,2.0
50,287621,44.0,44.0,,,,,1.0,1.0,0,0,0,Bắc,Đ.Số 49,P.Bình Trưng Đông,Q.2,1.28,29.0,"bán căn hộ 1 phòng ngủ, chung cư mười mẫu, phường bình trưng đông, quận 2.","Đ.Số 49, P.Bình Trưng Đông, Q.2, Hồ Chí Minh",1,1,1,1,2.0
51,389258,33.0,33.0,,,,,1.0,1.0,0,0,0,,Đ.số 8,P.Tân Phú,Q.7,1.29,39.0,"bán căn hộ 1 phòng ngủ chung cư tân mỹ, tân phú- quận 7","Đ.số 8, P.Tân Phú, Q.7, Hồ Chí Minh",0,0,0,0,2.0
52,342991,40.0,40.0,,,,,1.0,1.0,0,0,0,Bắc,Đ.Phạm Thế Hiển,P.4,Q.8,1.3,32.5,bán căn hộ chung cư phạm thế hiển phường 4 quận 8 ,"Đ.Phạm Thế Hiển, P.4, Q.8, Hồ Chí Minh",1,1,1,1,2.0
55,414891,28.77,28.77,,,,,,1.0,0,0,0,,Đ.Liên phường,P.Phú Hữu,Q.9,1.3,45.1,"bán căn hộ officetel vừa ở vừa làm văn phòng, chung cư sky 9 apartments - quận 9","Đ.Liên phường, P.Phú Hữu, Q.9, Hồ Chí Minh",0,0,0,0,2.0
56,301680,29.9,29.9,7.0,4.8,,,1.0,1.0,0,0,0,Đ.Bắc,Đ.Nguyễn Xiển,P.Long Thạnh Mỹ,Q.9,1.3,43.4,bán căn hộ studio chung cư vinhomes grand park - view hướng đông bắc,"Đ.Nguyễn Xiển, P.Long Thạnh Mỹ, Q.9, Hồ Chí Minh",0,0,1,1,2.0
58,416791,26.84,26.84,,,,,1.0,1.0,0,0,0,,Đ.Trần Hưng Đạo,P.6,Q.5,1.3,48.4,bán căn hộ chung cư viễn đông quận 5 - diện tích 26.84m2,"Đ.Trần Hưng Đạo, P.6, Q.5, Hồ Chí Minh",0,0,0,0,2.0
62,382544,43.6,43.6,,,,,1.0,1.0,0,0,0,Đ.Bắc,Đ.Huỳnh Văn Chính,P.Phú Trung,Q.Tân Phú,1.35,30.9,bán căn hộ 1 phòng ngủ chung cư huỳnh văn chính 1 quận tân phú - căn hộ trống giao ngay,"Đ.Huỳnh Văn Chính, P.Phú Trung, Q.Tân Phú, Hồ Chí Minh",1,1,1,0,2.0
65,407906,31.46,31.46,,,,,1.0,1.0,0,0,0,,Đ.Liên phường,P.Phú Hữu,Q.9,1.35,42.9,"bán officetel chung cư sky 9 apartments - phường phú hữu, quận 9","Đ.Liên phường, P.Phú Hữu, Q.9, Hồ Chí Minh",0,0,0,0,2.0
66,413968,51.8,51.8,,,,,1.0,1.0,0,0,0,,Đ.Dương Thị Mười,P.Tân Chánh Hiệp,Q.12,1.35,26.0,bán căn hộ cao cấp 1 phòng ngủ tại chung cư hưng ngân garden quận 12,"Đ.Dương Thị Mười, P.Tân Chánh Hiệp, Q.12, Hồ Chí Minh",0,0,0,0,2.0
67,288284,46.0,46.0,,,,,1.0,1.0,0,0,0,T.Nam,Đ.Số 3B,X.Phong Phú,H.Bình Chánh,1.35,29.3,bán căn hộ chung cư conic garden xã phong phú huyện bình chánh - sổ hồng riêng chính chủ,"Đ.Số 3B, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",0,0,0,0,2.0
68,351522,44.1,44.1,9.59,6.22,,,1.0,1.0,0,0,0,T.Bắc,Đ.QL1A Xa Lộ Đại Hàn,P.Tân Tạo,Q.Bình Tân,1.35,30.6,"bán căn hộ mini 1 phòng ngủ chung cư tân mai, bình tân.","Đ.QL1A Xa Lộ Đại Hàn, P.Tân Tạo, Q.Bình Tân, Hồ Chí Minh",1,1,1,0,2.0
70,382200,40.0,40.0,,,,,1.0,1.0,0,0,0,,Đ.Phạm Thế Hiển,P.4,Q.8,1.35,33.7,bán căn hộ chung cư phạm thế hiển phường 4 quận 8 ,"Đ.Phạm Thế Hiển, P.4, Q.8, Hồ Chí Minh",1,1,1,1,2.0
74,415984,28.2,28.2,,,,,1.0,1.0,0,0,0,,Đ.Huỳnh Tấn Phát,P.Phú Mỹ,Q.7,1.35,47.8,bán căn hộ officetel quận 7 - chung cư d-vela - hợp đồng mua bán,"Đ.Huỳnh Tấn Phát, P.Phú Mỹ, Q.7, Hồ Chí Minh",1,1,1,1,2.0
76,349713,69.85,69.85,,,,,2.0,2.0,0,0,0,,Đ.Nguyễn Văn Linh,X.An Phú Tây,H.Bình Chánh,1.37,19.7,"bán căn hộ hqc - đường nguyễn văn linh, huyện bình chánh","Đ.Nguyễn Văn Linh, X.An Phú Tây, H.Bình Chánh, Hồ Chí Minh",0,0,0,0,2.0
77,405212,62.4,62.4,,,,,2.0,2.0,0,0,0,T.Bắc,Đ.số 45,P.14,Q.Gò Vấp,1.38,22.1,"bán căn hộ khang gia quận gò vấp - tầng 2 - view đẹp, thoáng mát","Đ.số 45, P.14, Q.Gò Vấp, Hồ Chí Minh",1,1,1,0,2.0
80,405138,44.6,44.6,,,,,1.0,1.0,0,0,0,Tây,Đ.Độc Lập,P.Tân Quý,Q.Tân Phú,1.39,31.1,"bán căn hộ chung cư 44.6m2 phường tân quý, quận tân phú","Đ.Độc Lập, P.Tân Quý, Q.Tân Phú, Hồ Chí Minh",1,0,0,0,2.0
81,401111,27.7,27.7,7.0,4.0,,,1.0,1.0,0,0,0,Đ.Bắc,Đ.Nguyễn Xiển,P.Long Thạnh Mỹ,Q.9,1.39,50.1,bán căn studio chung cư vinhomes grand park - quận 9.,"Đ.Nguyễn Xiển, P.Long Thạnh Mỹ, Q.9, Hồ Chí Minh",1,1,0,1,2.0
83,401524,64.0,64.0,,,,,2.0,1.0,0,0,0,,Đ.Tân Hương,P.Tân Quý,Q.Tân Phú,1.4,21.8,bán căn hộ khang gia - tân hương quận tân phú,"Đ.Tân Hương, P.Tân Quý, Q.Tân Phú, Hồ Chí Minh",0,0,0,0,2.0
84,419432,31.0,31.0,,,,,1.0,1.0,0,0,0,Đ.Bắc,Đ.Bàu Cát 6,P.14,Q.Tân Bình,1.4,45.1,bán căn hộ quận tân bình - chung cư 1 bàu cát - đã có sổ hồng - view thoáng mát,"Đ.Bàu Cát 6, P.14, Q.Tân Bình, Hồ Chí Minh",1,1,1,0,2.0
86,411615,36.7,36.7,,,,,1.0,1.0,0,0,0,Nam,Đ.Phạm Thế Hiển,P.4,Q.8,1.4,38.1,"bán căn hộ cung cư phạm thế hiển, p.4, quận 8 - nằm trong chợ phạm thế hiển","Đ.Phạm Thế Hiển, P.4, Q.8, Hồ Chí Minh",1,1,0,0,2.0
87,408523,44.0,44.0,,,,,1.0,1.0,0,0,0,,Đ.Số 49,P.Bình Trưng Đông,Q.2,1.4,31.8,"bán căn hộ tầng trệt của chung cư mười mẫu, phường bình trưng đông, quận 2.","Đ.Số 49, P.Bình Trưng Đông, Q.2, Hồ Chí Minh",0,0,0,0,2.0
89,374791,45.2,45.2,,,,,1.0,1.0,0,0,0,Đ.Nam,Đ.Số 1,P.Bình Hưng Hòa B,Q.Bình Tân,1.4,30.9,bán căn hộ 1pn chung cư green town bình tân - thiết kế theo phong cách hàn quốc,"Đ.Số 1, P.Bình Hưng Hòa B, Q.Bình Tân, Hồ Chí Minh",1,1,1,0,2.0
92,375050,28.0,28.0,,,,,1.0,1.0,0,0,0,Đông,Đ.Nguyễn Trãi,P.14,Q.5,1.45,51.7,bán căn hộ chung cư ngay trung tâm quận 5 - gần chợ lớn,"Đ.Nguyễn Trãi, P.14, Q.5, Hồ Chí Minh",0,0,0,0,2.0
96,398475,25.0,25.0,,,,,1.0,1.0,0,0,0,,Đ.Tạ Quang Bửu,P.5,Q.8,1.45,58.0,"bán căn hộ officetel chung cư central premium, phường 5 quận 8 ","Đ.Tạ Quang Bửu, P.5, Q.8, Hồ Chí Minh",1,1,1,1,2.0
97,231711,45.94,45.94,,,,,1.0,1.0,0,0,0,,Đ.Nguyễn Lương Bằng,P.Phú Mỹ,Q.7,1.45,31.5,"bán căn hộ era town đức khải 1pn 50.74 m2 đầy đủ nội thất, phường phú mỹ quận 7 bao hết thuế phí","Đ.Nguyễn Lương Bằng, P.Phú Mỹ, Q.7, Hồ Chí Minh",1,1,1,0,2.0
100,391988,46.3,46.3,,,,,2.0,1.0,0,0,0,Nam,Đ.QL1A Xa Lộ Đại Hàn,P.Tân Tạo,Q.Bình Tân,1.45,31.3,bán căn hộ chung cư nhất lan 3 - p. tân tạo - q. bình tân,"Đ.QL1A Xa Lộ Đại Hàn, P.Tân Tạo, Q.Bình Tân, Hồ Chí Minh",0,0,0,0,2.0
102,380088,54.0,54.0,,,,,2.0,1.0,0,0,0,,Đ.số 1,P.Phú Hữu,Q.9,1.46,27.0,căn hộ sky 9 officetel 1 phòng ngủ trần cao 54m2 tại vòng xoay liên phường.,"Đ.số 1, P.Phú Hữu, Q.9, Hồ Chí Minh",1,0,0,0,2.0
103,373926,50.0,50.0,,,,,1.0,1.0,0,0,0,,Đ.Hồ Học Lãm,P.An Lạc,Q.Bình Tân,1.47,29.4,"bán căn hộ ehome 3, an lạc, bình tân ","Đ.Hồ Học Lãm, P.An Lạc, Q.Bình Tân, Hồ Chí Minh",0,0,0,0,2.0
104,339317,36.46,36.46,,,,,,1.0,0,0,0,Đ.Nam,Đ.Nguyễn Duy Trinh,P.Bình Trưng Tây,Q.2,1.47,40.4,"bán căn shop thương mại thuộc căn hộ la astoria, phường bình trưng tây, quận 2 - hướng đông nam.","Đ.Nguyễn Duy Trinh, P.Bình Trưng Tây, Q.2, Hồ Chí Minh",1,1,1,1,2.0
106,400884,43.0,43.0,,,,,1.0,1.0,0,0,0,,Đ.Gò Dầu,P.Tân Quý,Q.Tân Phú,1.5,34.8,bán căn hộ chung cư gò dầu 1 quận tân phú - sổ hồng chính chủ,"Đ.Gò Dầu, P.Tân Quý, Q.Tân Phú, Hồ Chí Minh",0,0,0,0,2.0
112,321319,45.34,45.34,,,,,1.0,1.0,0,0,0,,Đ.Trần Đại Nghĩa,P.Tân Tạo A,Q.Bình Tân,1.5,33.0,bán căn hộ vision 1pn p. tân tạo a- quận bình tân,"Đ.Trần Đại Nghĩa, P.Tân Tạo A, Q.Bình Tân, Hồ Chí Minh",1,1,0,0,2.0
119,384225,50.0,50.0,,,,,3.0,1.0,0,0,0,Đông,Đ.An Bình,P.7,Q.5,1.5,30.0,bán căn hộ chung cư ngay trung tâm quận 5 - tầng 5,"Đ.An Bình, P.7, Q.5, Hồ Chí Minh",0,0,0,0,2.0
120,173468,33.5,33.5,10.0,3.5,,,2.0,1.0,0,0,0,T.Bắc,Đ.Hưng Phú,P.10,Q.8,1.5,44.7,"bán căn hộ chung cư phường 10, quận 8 - sổ hồng riêng chính chủ","Đ.Hưng Phú, P.10, Q.8, Hồ Chí Minh",1,1,1,1,2.0
122,401478,85.9,85.9,,,,,2.0,2.0,0,0,0,T.Bắc,Đ.Ba Tơ,P.7,Q.8,1.5,17.4,"bán căn hộ 2 phòng ngủ chung cư him lam ba tơ, phường 7- quận 8 ","Đ.Ba Tơ, P.7, Q.8, Hồ Chí Minh",1,1,1,1,2.0
123,419893,49.0,49.0,,,,,1.0,1.0,0,0,0,Đ.Nam,Đ.Hoàng Kim Giao,P.5,Q.8,1.5,30.6,bán căn hộ quận 8 - chung cư 52 chánh hưng - đã có sổ hồng - có thang máy,"Đ.Hoàng Kim Giao, P.5, Q.8, Hồ Chí Minh",1,1,1,1,2.0
125,389633,28.0,28.0,,,,,1.0,1.0,0,0,0,Đ.Nam,Đ.Nguyễn Xiển,P.Long Thạnh Mỹ,Q.9,1.5,53.5,bán căn hộ studio vinhomes grand park quận 9 thành phố thủ đức,"Đ.Nguyễn Xiển, P.Long Thạnh Mỹ, Q.9, Hồ Chí Minh",0,0,1,1,2.0
127,408216,49.65,49.65,,,,,1.0,1.0,0,0,0,T.Bắc,Đ.Hồ Học Lãm,P.An Lạc,Q.Bình Tân,1.52,30.6,bán căn hộ 1 phòng ngủ chung cư ehome3 quận bình tân,"Đ.Hồ Học Lãm, P.An Lạc, Q.Bình Tân, Hồ Chí Minh",1,1,1,1,2.0
128,97379,59.0,59.0,,,,,2.0,1.0,0,0,0,T.Nam,Đ.Đồng Văn Cống,P.Thạnh Mỹ Lợi,Q.2,1.53,25.9,"bán căn hộ chung cư thạnh mỹ lợi, quận 2.","Đ.Đồng Văn Cống, P.Thạnh Mỹ Lợi, Q.2, Hồ Chí Minh",0,0,0,0,2.0
130,188291,30.0,30.0,8.0,4.0,,,1.0,1.0,0,0,0,Đ.Nam,Đ.Nguyễn Xiển,P.Long Thạnh Mỹ,Q.9,1.53,51.0,chính chủ bán căn hộ studio vinhomes grand park- hướng đông nam,"Đ.Nguyễn Xiển, P.Long Thạnh Mỹ, Q.9, Hồ Chí Minh",0,0,1,1,2.0
131,367441,51.0,51.0,,,,,1.0,1.0,0,0,0,,Đ.Phạm Đức Sơn,P.16,Q.8,1.54,30.1,bán căn hộ chung cư heaven riverview (mỹ phúc) phường 16 - quận 8 ,"Đ.Phạm Đức Sơn, P.16, Q.8, Hồ Chí Minh",1,1,1,1,2.0
135,360482,45.0,45.0,,,,,1.0,1.0,0,0,0,,Đ.Tô Hiệu,P.Hiệp Tân,Q.Tân Phú,1.55,34.4,bán căn hộ 1pn chung cư 8x đầm sen quận tân phú - tầng cao thoáng mát,"Đ.Tô Hiệu, P.Hiệp Tân, Q.Tân Phú, Hồ Chí Minh",1,1,1,0,2.0
136,367619,50.6,50.6,,,,,1.0,1.0,0,0,0,Đ.Nam,Đ.Dương Đình Hội,P.Phước Long B,Q.9,1.55,30.6,chính chủ cần bán nhanh căn hộ chung cư  ehome đông sài gòn 1 đường dương đình hội- quận 9,"Đ.Dương Đình Hội, P.Phước Long B, Q.9, Hồ Chí Minh",1,1,0,1,2.0
137,398636,38.4,38.4,,,,,1.0,1.0,0,0,0,,Đ.Số 14,P.Tân Thuận Đông,Q.7,1.55,40.3,bán căn hộ 1 phòng ngủ chung cư an hòa 2 quận 7 - đầy đủ nội thất.,"Đ.Số 14, P.Tân Thuận Đông, Q.7, Hồ Chí Minh",1,1,1,1,2.0
138,268785,76.7,76.7,,,,,2.0,2.0,0,0,0,,Đ.số 45,P.14,Q.Gò Vấp,1.55,20.2,"bán căn hộ khang gia quân gò vấp - tầng 11 - view đẹp, thoáng mát","Đ.số 45, P.14, Q.Gò Vấp, Hồ Chí Minh",1,1,1,1,2.0
139,409802,32.0,32.0,,,,,,1.0,0,0,0,Đ.Bắc,Đ.Bàu Cát 6,P.14,Q.Tân Bình,1.55,48.4,bán căn hộ quận tân bình - chung cư 1 bàu cát - đã có sổ hồng - tầng thấp tiện di chuyển,"Đ.Bàu Cát 6, P.14, Q.Tân Bình, Hồ Chí Minh",1,1,1,1,2.0
141,384999,51.0,51.0,,,,,2.0,2.0,0,0,0,,Đ.Nguyễn Văn Linh,X.Phong Phú,H.Bình Chánh,1.55,30.3,bán căn hộ cao cấp 2pn tại chung cư saigon intela - bình chánh.,"Đ.Nguyễn Văn Linh, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",1,1,1,0,2.0
143,415335,57.1,57.1,,,,,2.0,1.0,0,0,0,Nam,Đ.An Dương Vương,P.An Lạc,Q.Bình Tân,1.55,27.1,bán căn hộ chung cư a2 lê thành phường an lạc - quận bình tân,"Đ.An Dương Vương, P.An Lạc, Q.Bình Tân, Hồ Chí Minh",0,0,0,0,2.0
144,377835,44.57,44.57,,,,,1.0,1.0,0,0,0,Đông,Đ.Độc Lập,P.Tân Quý,Q.Tân Phú,1.56,35.0,bán căn hộ 1 phòng ngủ chung cư độc lập lô a quận tân phú,"Đ.Độc Lập, P.Tân Quý, Q.Tân Phú, Hồ Chí Minh",1,1,1,0,2.0
145,412123,45.3,45.3,,,,,1.0,1.0,0,0,0,Nam,Đ.Thống Nhất,P.11,Q.Gò Vấp,1.56,34.4,bán căn hộ quận gò vấp - chung cư nguyễn văn lượng 2 - đã có sổ hồng - tầng thấp tiện di chuyển,"Đ.Thống Nhất, P.11, Q.Gò Vấp, Hồ Chí Minh",1,1,1,1,2.0
146,301470,73.0,73.0,,,,,2.0,2.0,0,0,0,Đ.Bắc,Đ.Tân Hòa Đông,P.14,Q.6,1.57,21.6,bán chung cư tân hòa đông p14 q6 - tầng 4 - 66.1m2 - 2pn 2wc,"Đ.Tân Hòa Đông, P.14, Q.6, Hồ Chí Minh",0,0,0,0,2.0
148,345883,44.0,44.0,,,,,2.0,1.0,0,0,0,Đông,Đ.Tống Văn Trân,P.5,Q.11,1.58,35.9,bán căn hộ chung cư lạc long quân phường 5 quận 11. tầng 3,"Đ.Tống Văn Trân, P.5, Q.11, Hồ Chí Minh",0,0,0,0,2.0
150,400190,30.3,30.3,,,,,1.0,1.0,0,0,0,Đ.Bắc,Đ.Nguyễn Xiển,P.Long Thạnh Mỹ,Q.9,1.58,52.3,bán căn hộ studio chung cư vinhomes grand park - quận 9,"Đ.Nguyễn Xiển, P.Long Thạnh Mỹ, Q.9, Hồ Chí Minh",1,1,0,0,2.0
151,417292,55.62,55.62,,,,,3.0,1.0,0,0,0,,Đ.số 23,P.Hiệp Bình Chánh,Q.Thủ Đức,1.59,28.5,bán căn hộ quận thủ đức -tp.thủ đức - chung cư hiệp bình chánh - đã có sổ hồng - tầng cao view thoáng,"Đ.số 23, P.Hiệp Bình Chánh, Q.Thủ Đức, Hồ Chí Minh",1,1,1,0,2.0
152,352746,69.8,69.8,,,,,2.0,2.0,0,0,0,Tây,Đ.Trường Chinh,P.Tân Thới Nhất,Q.12,1.6,22.9,bán căn hộ cao cấp 2pn sang trọng tại kim tâm hải apartment - quận 12,"Đ.Trường Chinh, P.Tân Thới Nhất, Q.12, Hồ Chí Minh",1,1,1,1,2.0
154,386560,49.0,49.0,,,,,1.0,1.0,0,0,0,Nam,Đ.Lê Thị Riêng,P.Thới An,Q.12,1.6,32.6,bán căn hộ cao cấp 1 phòng ngủ sang trọng tại hado riverside - quận 12,"Đ.Lê Thị Riêng, P.Thới An, Q.12, Hồ Chí Minh",1,1,1,1,2.0
155,391997,58.9,58.9,,,,,2.0,1.0,0,0,0,Tây,Đ.QL1A Xa Lộ Đại Hàn,P.Tân Tạo,Q.Bình Tân,1.6,27.1,bán căn hộ chung cư nhất lan 3 - p. tân tạo - q. bình tân,"Đ.QL1A Xa Lộ Đại Hàn, P.Tân Tạo, Q.Bình Tân, Hồ Chí Minh",0,0,0,0,2.0
156,340513,44.26,44.26,,,,,1.0,1.0,0,0,0,,Đ.Độc Lập,P.Tân Quý,Q.Tân Phú,1.6,36.1,bán căn hộ 1pn chung cư độc lập lô a quận tân phú,"Đ.Độc Lập, P.Tân Quý, Q.Tân Phú, Hồ Chí Minh",1,1,1,0,2.0
161,415824,70.0,70.0,,,,,2.0,1.0,0,0,0,Đ.Nam,Đ.Phạm Thế Hiển,P.7,Q.8,1.6,22.8,bán căn hộ quận 8 - chung cư phú lợi d2 - đã có sổ hồng - view thoáng,"Đ.Phạm Thế Hiển, P.7, Q.8, Hồ Chí Minh",1,1,1,1,2.0
162,390822,50.0,50.0,,,,,2.0,2.0,0,0,0,Đông,Đ.Nguyễn Văn Linh,X.Phong Phú,H.Bình Chánh,1.6,32.0,bán căn hộ cao cấp 2pn tại chung cư saigon intela - bình chánh.,"Đ.Nguyễn Văn Linh, X.Phong Phú, H.Bình Chánh, Hồ Chí Minh",1,1,1,1,2.0
163,372185,30.4,30.4,,,,,1.0,1.0,0,0,0,T.Bắc,Đ.Nguyễn Xiển,P.Long Thạnh Mỹ,Q.9,1.6,52.6,bán căn studio chung cư vinhomes grand park - quận 9.,"Đ.Nguyễn Xiển, P.Long Thạnh Mỹ, Q.9, Hồ Chí Minh",1,1,0,0,2.0
167,362548,32.39,32.39,,,,,1.0,1.0,0,0,0,Đông,Đ.D1,P.Tân Hưng,Q.7,1.6,49.3,chung cư florita bán căn hộ officetel 32.39 m2 nội thất cơ bản - phường tân hưng - quận 7 - tầng thấp ,"Đ.D1, P.Tân Hưng, Q.7, Hồ Chí Minh",1,1,1,1,2.0
169,419419,46.02,46.02,,,,,1.0,1.0,0,0,0,,Đ.An Dương Vương,P.4,Q.5,1.6,34.7,bán căn hộ quận 5 - sổ hồng riêng giao dịch ngay,"Đ.An Dương Vương, P.4, Q.5, Hồ Chí Minh",0,0,0,0,2.0
175,223942,70.0,70.0,,,,,2.0,2.0,0,0,0,,Đ.Độc Lập,P.Tân Quý,Q.Tân Phú,1.6,22.8,bán chung cư độc lập tầng 5 quận tân phú khu dân trí cao,"Đ.Độc Lập, P.Tân Quý, Q.Tân Phú, Hồ Chí Minh",1,1,0,1,2.0
177,345633,50.0,50.0,,,,,2.0,1.0,0,0,0,Đông,Đ.Phan Văn Hớn,P.Tân Thới Nhất,Q.12,1.6,32.0,bán căn hộ cao cấp 2pn tại chung cư topaz home quận 12 - tầng cao,"Đ.Phan Văn Hớn, P.Tân Thới Nhất, Q.12, Hồ Chí Minh",1,1,1,1,2.0
178,251870,31.41,31.41,,,,,1.0,1.0,0,0,0,Đ.Nam,Đ.Mai Chí Thọ,P.An Phú,Q.2,1.6,50.9,"bán căn officetel chung cư the sun avenue, phường an phú, quận 2.","Đ.Mai Chí Thọ, P.An Phú, Q.2, Hồ Chí Minh",1,1,1,1,2.0
